City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,owando,-0.4819,15.8999,22.33,82,32,1.11,CG,1733712854
289,ain el bya,35.8039,-0.3018,14.77,51,93,5.46,DZ,1733712855
290,santarem,-2.4431,-54.7083,28.07,78,75,9.26,BR,1733712856
291,kodiak,57.79,-152.4072,6.73,93,100,11.83,US,1733712847
292,margate,51.3813,1.3862,8.26,80,99,2.24,GB,1733712858
293,madalena,41.2162,-8.3345,7.32,79,6,1.0,PT,1733712859
294,selebi-phikwe,-21.979,27.8498,21.08,73,53,2.44,BW,1733712860
295,uturoa,-16.7333,-151.4333,27.35,75,83,8.73,PF,1733712861
296,barentu,15.1139,37.5928,20.03,53,2,3.14,ER,1733712863
297,krusevac,43.58,21.3339,4.11,90,100,1.6,RS,1733712864
298,parun,35.4207,70.9221,-18.69,45,0,7.83,AF,1733712865
299,peniche,39.3558,-9.3811,10.31,76,2,12.82,PT,1733712866
300,grinnell,41.743,-92.7224,8.99,87,0,5.66,US,1733712619
301,nuuk,64.1835,-51.7216,0.34,47,40,10.29,GL,1733712868
302,egilsstadir,65.2653,-14.3948,7.95,66,0,15.95,IS,1733712869
303,mar del plata,-38.0023,-57.5575,12.75,68,0,3.6,AR,1733712599
304,ust'-kulom,61.6864,53.6902,-7.61,95,96,2.21,RU,1733712871
305,san carlos de bariloche,-41.1456,-71.3082,10.86,50,40,8.75,AR,1733712872
306,cubulco,15.1333,-90.5833,18.6,93,100,1.28,GT,1733712874
307,freetown,8.484,-13.2299,25.41,68,100,2.24,SL,1733712685
308,zouerate,22.7187,-12.4521,16.8,12,91,1.35,MR,1733712876
309,jinchang,38.4953,102.1739,-4.85,50,100,1.37,CN,1733712877
310,kirgiz-miyaki,53.6324,54.7979,-11.63,81,100,2.74,RU,1733712878
311,novo aripuana,-5.1206,-60.3797,23.61,97,100,0.28,BR,1733712879
312,mendi,-6.1761,143.6513,20.28,81,99,1.97,PG,1733712880
313,sofifi,0.7349,127.576,29.37,70,96,2.2,ID,1733712881
314,itoman,26.1247,127.6694,20.61,50,20,7.2,JP,1733712882
315,changli,39.7042,119.1506,2.0,18,0,2.92,CN,1733712884
316,tanquian de escobedo,21.6167,-98.6333,20.59,85,100,0.83,MX,1733712885
317,lianzhou,24.7811,112.3825,12.29,63,100,0.75,CN,1733712886
318,laihia,62.9761,22.0114,-4.02,93,0,2.57,FI,1733712887
319,mtwara,-10.2667,40.1833,25.03,83,10,1.38,TZ,1733712888
320,wukari,7.85,9.7833,20.71,28,100,2.1,NG,1733712889
321,keelung,25.1283,121.7419,19.97,80,100,4.65,TW,1733712890
322,saint-philippe,-21.3585,55.7679,24.96,83,52,3.48,RE,1733712891
323,baiti,13.745,-14.7482,23.21,18,100,3.52,SN,1733712892
324,puquio,-14.7,-74.1333,10.61,76,100,1.48,PE,1733712894
325,moanda,-1.5575,13.2178,20.24,98,75,1.26,GA,1733712895
326,krasnokamsk,58.0802,55.7541,-6.91,93,100,4.26,RU,1733712896
327,ceeldheer,3.8488,47.1806,25.12,77,22,7.85,SO,1733712897
328,san antonio de pale,-1.4014,5.6325,26.17,85,100,3.26,GQ,1733712898
329,addis ababa,9.025,38.7469,8.49,49,35,0.51,ET,1733712899
330,holualoa,19.6228,-155.9522,24.91,76,100,2.57,US,1733712900
331,jaffna,9.6685,80.0074,27.59,72,87,4.9,LK,1733712901
332,fort bragg,35.139,-79.006,13.91,46,20,2.57,US,1733712902
333,xinyang,32.1228,114.0656,5.85,39,95,2.41,CN,1733712904
334,muroto-misakicho,33.2833,134.15,10.72,54,50,1.63,JP,1733712895
335,soure,-0.7167,-48.5233,25.92,85,100,3.83,BR,1733712906
336,shannon,52.7039,-8.8642,2.0,87,0,3.6,IE,1733712907
337,luwuk,-0.9516,122.7875,27.85,72,95,1.51,ID,1733712908
338,palikir - national government center,6.9248,158.1611,32.41,62,100,4.12,FM,1733712909
339,hadibu,12.65,54.0333,24.52,68,78,7.04,YE,1733712910
340,charlottetown,46.2352,-63.1267,0.31,94,100,7.2,CA,1733712759
341,rawai,7.7797,98.3253,30.55,81,100,4.79,TH,1733712913
342,agat village,13.3886,144.6585,31.52,79,20,4.63,GU,1733712914
343,kerikeri,-35.2268,173.9474,22.49,64,89,3.8,NZ,1733712915
344,qamdo,31.1667,97.2333,-2.9,25,0,3.91,CN,1733712916
345,kollam,8.8833,76.6,26.17,79,39,2.72,IN,1733712917
346,rimus,16.8764,120.3966,28.37,75,100,2.83,PH,1733712918
347,jiazi,22.8779,116.067,18.53,61,40,8.0,CN,1733712919
348,kalmunai,7.4167,81.8167,26.15,80,84,4.82,LK,1733712922
349,kikwit,-5.041,18.8162,21.39,87,100,0.34,CD,1733712839
350,kutum,14.2,24.6667,16.56,31,20,1.99,SD,1733712924
351,camocim,-2.9022,-40.8411,26.4,83,100,5.62,BR,1733712925
352,patnanungan,14.7833,122.1833,26.51,88,98,10.73,PH,1733712926
353,trabzon,40.9167,39.8333,13.05,55,0,1.54,TR,1733712927
354,alotau,-10.3069,150.4462,32.79,53,16,2.92,PG,1733712928
355,moyale,3.5167,39.0584,20.42,39,27,5.21,KE,1733712929
356,rusape,-18.5278,32.1284,16.3,95,100,0.91,ZW,1733712930
357,gazli,40.1333,63.45,-4.06,58,1,5.84,UZ,1733712931
358,severo-yeniseyskiy,60.3725,93.0408,-18.32,96,100,2.92,RU,1733712933
359,rio grande,-32.035,-52.0986,14.9,61,0,3.64,BR,1733712843
360,northam,51.0333,-4.2167,7.75,74,89,9.51,GB,1733712935
361,barra do garcas,-15.89,-52.2567,22.87,86,45,1.17,BR,1733712816
362,thyolo,-16.0678,35.1405,18.79,94,100,1.02,MW,1733712937
363,tavda,58.0425,65.2726,-10.94,84,100,3.74,RU,1733712938
364,mugango,-1.6833,33.7,20.06,80,96,2.61,TZ,1733712939
365,zuyevka,58.405,51.1335,-6.15,94,100,4.31,RU,1733712940
366,montmagny,48.9734,2.3469,6.83,87,75,8.23,FR,1733712942
367,tweed heads,-28.1817,153.547,30.1,74,100,3.09,AU,1733712943
368,daru,-9.0763,143.2092,29.62,69,96,3.69,PG,1733712944
369,badagry,6.4167,2.8833,25.22,78,4,1.3,NG,1733712945
370,ta`u,-14.2336,-169.5144,24.65,89,100,3.12,AS,1733712946
371,kristiansund,63.1115,7.732,1.36,93,49,2.06,NO,1733712726
372,oriximina,-1.7656,-55.8661,23.58,94,64,1.74,BR,1733712948
373,punta gorda,26.9298,-82.0454,18.03,83,0,3.09,US,1733712725
374,sao joao da barra,-21.6403,-41.0511,23.64,93,100,3.01,BR,1733712950
375,ust'-ilimsk,58.0006,102.6619,-17.11,98,100,2.45,RU,1733712941
376,arvayheer,46.2639,102.775,-7.98,40,84,1.97,MN,1733712953
377,veinticinco de mayo,-35.4323,-60.1727,13.32,76,1,0.45,AR,1733712954
378,usogorsk,63.4106,48.6872,-10.12,96,100,2.65,RU,1733712955
379,brisas de zicatela,15.8369,-97.0419,25.38,69,0,2.37,MX,1733712956
380,atafu village,-8.5421,-172.5159,27.07,75,100,2.58,TK,1733712957
381,bleckede,53.3,10.7333,5.26,93,100,7.11,DE,1733712959
382,lompoc,34.6391,-120.4579,13.34,92,75,1.54,US,1733712961
383,alice springs,-23.7,133.8833,23.75,94,75,8.23,AU,1733712962
384,bikenibeu village,1.3673,173.1241,29.98,79,75,6.17,KI,1733712963
385,tarawa,1.419,172.984,30.05,79,75,6.17,KI,1733712964
386,mazatlan,23.2167,-106.4167,21.62,83,100,0.45,MX,1733712965
387,songea,-10.6833,35.65,17.21,93,17,0.65,TZ,1733712966
388,gornopravdinsk,60.05,69.9,-12.14,91,86,4.52,RU,1733712967
389,kaplice,48.7385,14.4963,1.54,98,100,3.32,CZ,1733712968
390,flying fish cove,-10.4217,105.6791,27.82,83,100,3.09,CX,1733712970
391,mananara,-16.1667,49.7667,23.77,77,76,2.05,MG,1733712971
392,port augusta,-32.5,137.7667,25.91,36,89,4.54,AU,1733712972
393,kupang,-10.1667,123.5833,32.32,66,40,4.63,ID,1733712973
394,kudahuvadhoo,2.6708,72.8944,27.18,72,78,3.24,MV,1733712974
395,ar ruseris,11.8659,34.3869,24.01,30,5,1.41,SD,1733712975
396,yendi,9.4427,-0.0099,22.54,27,2,2.35,GH,1733712976
397,ichinoseki,38.9167,141.1333,6.64,61,25,4.36,JP,1733712978
398,kandy,7.2955,80.6356,24.15,67,42,1.34,LK,1733712980
399,nevada,39.2502,-116.7512,-0.91,37,0,2.07,US,1733712981
400,oyama,36.3,139.8,9.89,29,0,2.22,JP,1733712982
401,galliano,29.4422,-90.2992,20.0,77,0,3.6,US,1733712983
402,antonio enes,-16.2325,39.9086,25.67,87,54,2.03,MZ,1733712984
403,selfoss,63.9331,-20.9971,8.36,99,100,7.41,IS,1733712985
404,melekeok village,7.4957,134.6367,27.31,89,100,2.06,PW,1733712986
405,kryvyi rih,47.9167,33.35,4.31,86,100,5.81,UA,1733712987
406,laguna,38.421,-121.4238,11.7,70,0,0.0,US,1733712989
407,thal,35.4791,72.2439,-10.41,55,0,3.35,PK,1733712990
408,lisala,2.15,21.5167,20.35,66,25,0.66,CD,1733712991
409,saudarkrokur,65.7461,-19.6394,7.43,84,99,8.87,IS,1733712992
410,lae,-6.7221,146.9847,29.09,60,21,4.07,PG,1733712993
411,lasem,-6.6922,111.4527,30.96,68,66,3.7,ID,1733712994
412,lagodekhi,41.8268,46.2767,2.73,61,81,2.22,GE,1733712995
413,thunder bay,48.4001,-89.3168,-4.01,93,100,7.2,CA,1733712990
414,harstad,68.799,16.5293,1.2,96,100,8.94,NO,1733712997
415,higuera de zaragoza,25.95,-109.2833,18.06,76,0,2.64,MX,1733712998
416,solok,-0.7918,100.6593,29.92,52,94,1.53,ID,1733713000
417,chepo,9.1667,-79.1,24.08,95,25,2.18,PA,1733713001
418,abeokuta,7.15,3.35,22.83,50,10,0.91,NG,1733712853
419,amatitlan,14.4875,-90.6153,19.76,81,20,7.2,GT,1733713003
420,maxixe,-23.8597,35.3472,25.56,91,91,2.87,MZ,1733712913
421,bathsheba,13.2167,-59.5167,27.34,78,40,8.23,BB,1733713005
422,queenstown,-31.8976,26.8753,17.04,88,98,1.23,ZA,1733712732
423,mantua,45.1667,10.7833,6.34,99,100,2.24,IT,1733713007
424,plettenberg bay,-34.0527,23.3716,17.51,81,39,2.32,ZA,1733713008
425,arlington,32.7357,-97.1081,11.9,78,40,5.14,US,1733712296
426,souillac,-20.5167,57.5167,24.21,88,75,0.51,MU,1733713011
427,fortuna,40.5982,-124.1573,7.51,94,0,0.0,US,1733713012
428,howrah,22.5892,88.3103,20.0,73,40,0.0,IN,1733713014
429,zhangye,38.9342,100.4517,-7.02,48,99,0.51,CN,1733713015
430,ploudalmezeau,48.5333,-4.65,9.49,81,75,8.23,FR,1733713016
431,inhambane,-23.865,35.3833,25.8,90,94,3.18,MZ,1733713018
432,ishinomaki,38.4167,141.3,7.04,64,6,10.13,JP,1733713019
433,upata,8.0086,-62.3989,22.83,81,41,2.53,VE,1733713020
434,choyr,46.3611,108.3611,-9.46,75,14,2.57,MN,1733713021
435,chibougamau,49.9168,-74.3659,-14.21,85,75,2.06,CA,1733713022
436,tarkwa,5.3064,-1.9847,23.48,90,15,0.65,GH,1733713024
437,az zubayr,30.3945,47.7011,14.92,47,0,3.09,IQ,1733713025
438,toma,12.7667,-2.8833,18.76,19,31,3.82,BF,1733713027
439,bestobe,52.4994,73.0975,-23.25,100,99,1.54,KZ,1733713028
440,mount pearl,47.5166,-52.7813,1.09,78,75,5.14,CA,1733713029
441,fukuecho,32.6881,128.8419,9.2,61,75,3.6,JP,1733713030
442,cabedelo,-6.9811,-34.8339,26.37,75,2,6.63,BR,1733713031
443,datong,40.0936,113.2914,-4.79,26,0,1.03,CN,1733712895
444,broome,42.2506,-75.833,4.82,85,100,2.57,US,1733713033
445,alofi,-19.0595,-169.9187,27.94,83,95,6.17,NU,1733713034
446,slave lake,55.2834,-114.769,-2.01,100,100,2.06,CA,1733713035
447,priozersk,61.0393,30.1291,-2.73,85,100,2.7,RU,1733713037
448,patong,7.8961,98.2966,28.08,76,100,2.95,TH,1733713038
449,wad rawah,15.1603,33.1397,23.43,28,58,4.64,SD,1733713039
450,chipinge,-20.1883,32.6236,16.98,86,51,1.75,ZW,1733713040
451,gangtok,27.3333,88.6167,14.76,38,0,1.15,IN,1733713041
452,aykhal,66.0,111.5,-33.3,100,99,2.5,RU,1733713042
453,kone,-21.0595,164.8658,31.16,52,41,3.67,NC,1733713043
454,xining,36.6167,101.7667,-6.08,71,100,0.7,CN,1733713044
455,scarborough,54.2797,-0.4044,7.73,75,72,2.24,GB,1733713046
456,huntington,38.4193,-82.4452,12.96,67,100,0.45,US,1733713047
457,aitape,-3.1374,142.3475,29.82,68,28,3.09,PG,1733713048
458,nabire,-3.3667,135.4833,29.05,71,100,1.0,ID,1733713049
459,lensk,60.7253,114.9278,-15.0,93,100,3.97,RU,1733713050
460,tofol,5.3248,163.0078,28.88,79,75,4.12,FM,1733713051
461,gedo,9.0167,37.45,6.97,47,15,2.01,ET,1733713052
462,ixtapa,20.7,-105.2,25.13,79,99,0.92,MX,1733713053
463,nemuro,43.3236,145.575,0.81,61,32,9.48,JP,1733713054
464,pierre,44.3683,-100.351,4.51,41,0,4.12,US,1733713056
465,east independence,39.0956,-94.3552,9.47,92,100,5.66,US,1733713057
466,dalandzadgad,43.5708,104.425,-6.81,57,3,2.57,MN,1733713058
467,phan rang-thap cham,11.5667,108.9833,26.97,74,100,6.25,VN,1733713059
468,charters towers,-20.1,146.2667,34.93,27,24,4.51,AU,1733713060
469,arar,30.9753,41.0381,10.01,53,0,6.17,SA,1733713061
470,anaconda,46.1285,-112.9423,-4.57,87,97,1.92,US,1733713062
471,adancata,47.7333,26.3,2.35,100,100,5.14,RO,1733713063
472,minas de marcona,-15.2119,-75.1103,15.01,85,100,5.14,PE,1733713064
473,camana,-16.6228,-72.7111,19.7,80,99,1.7,PE,1733713066
474,igrim,63.1906,64.4162,-7.92,91,100,4.46,RU,1733713067
475,port hedland,-20.3167,118.5667,33.03,62,20,4.12,AU,1733713068
476,shingu,33.7333,135.9833,10.95,41,15,1.4,JP,1733713069
477,dogansehir,38.0919,37.8789,2.42,89,86,1.36,TR,1733713070
478,dobris,49.7811,14.1672,1.91,86,78,0.45,CZ,1733713071
479,barah,13.7,30.3667,20.91,34,24,4.91,SD,1733713072
480,mariental,-24.6333,17.9667,27.21,15,100,3.97,NA,1733713073
481,guiren,33.6697,118.1889,6.55,34,57,1.97,CN,1733712899
482,el granada,37.5027,-122.4694,14.12,77,20,4.12,US,1733713076
483,natchitoches,31.7668,-93.1335,15.99,100,100,0.0,US,1733713077
484,saint-pierre,-21.3393,55.4781,25.82,61,0,1.54,RE,1733713078
485,bamboo flat,11.7,92.7167,27.05,83,75,0.51,IN,1733713079
486,saint-francois,46.4154,3.9054,5.69,88,100,5.14,FR,1733713080
487,theniet el had,35.8711,2.0281,1.8,70,24,5.68,DZ,1733713081
488,priargunsk,50.3691,119.1012,-14.48,92,100,0.43,RU,1733713084
489,al fulah,11.7329,28.3579,23.41,27,57,7.07,SD,1733713085
490,tanjung pinang,0.9167,104.45,28.95,73,100,4.78,ID,1733713086
491,unye,11.4502,13.962,18.63,42,70,1.94,NG,1733713087
492,waingapu,-9.6567,120.2641,31.36,62,100,7.5,ID,1733713088
493,mili,6.0815,171.735,28.36,79,6,9.94,MH,1733713089
494,namibe,-15.1961,12.1522,22.57,82,98,2.34,AO,1733713090
495,cockburn town,21.4612,-71.1419,25.83,79,87,10.13,TC,1733713091
496,belmonte,-15.8631,-38.8828,24.71,88,21,3.55,BR,1733713092
497,tselinnoye,53.0833,85.6667,-27.52,100,97,1.39,RU,1733713094
498,bermejo,-32.8833,-68.8,21.95,43,0,2.57,AR,1733713095
499,masterton,-40.9597,175.6575,21.07,24,66,4.86,NZ,1733713096
500,lanciano,42.2167,14.3882,6.92,76,100,1.51,IT,1733713097
501,pacific grove,36.6177,-121.9166,12.99,85,0,2.24,US,1733713098
502,rutana,-3.8667,30.1,14.25,82,92,0.92,BI,1733713099
503,tailai,46.3833,123.4,-10.46,85,100,1.76,CN,1733713100
504,puerto colombia,10.9878,-74.9547,28.05,76,50,9.96,CO,1733713101
505,smara,26.7384,-11.6719,15.48,91,98,3.02,EH,1733713102
506,el bauga,18.262,33.9081,20.31,78,36,4.34,SD,1733713104
507,buka,40.8108,69.1986,-4.97,57,0,0.83,UZ,1733713105
508,yazihan,38.5947,38.18,-1.85,100,40,2.06,TR,1733712914
509,saacow,1.6279,42.4407,24.35,88,19,4.12,SO,1733713107
510,leirvik,59.7798,5.5005,2.57,57,0,2.25,NO,1733713108
511,lib,8.3122,167.3766,27.97,76,91,10.39,MH,1733713109
512,south hedland,-20.4089,118.5983,32.96,62,20,4.12,AU,1733713110
513,alamogordo,32.8995,-105.9603,10.56,38,40,4.12,US,1733713111
514,salinopolis,-0.6136,-47.3561,26.15,85,100,4.85,BR,1733713112
515,westport,41.1415,-73.3579,7.73,65,0,3.6,US,1733712988
516,richards bay,-28.783,32.0377,23.67,94,100,1.44,ZA,1733713115
517,oituz,46.2,26.6167,7.39,98,100,1.95,RO,1733713116
518,mirny,62.5353,113.9611,-24.98,98,100,2.86,RU,1733713117
519,ngozi,-2.9075,29.8306,12.88,89,65,0.94,BI,1733713118
520,embarcacion,-23.209,-64.096,20.68,85,100,1.07,AR,1733713119
521,piacabucu,-10.4056,-36.4344,25.19,82,0,5.44,BR,1733713120
522,jinzhou,41.1078,121.1417,1.9,24,0,1.51,CN,1733712905
523,mount isa,-20.7333,139.5,37.87,37,75,3.6,AU,1733713122
524,mahopac,41.3723,-73.7335,3.47,76,54,3.11,US,1733713124
525,senekal,-28.3197,27.6208,17.44,72,99,1.23,ZA,1733712963
526,caromatan,7.7959,123.7145,30.25,67,73,1.58,PH,1733713126
527,bodden town,19.2833,-81.25,26.0,81,75,6.17,KY,1733713127
528,amarpur,25.0333,86.9,18.34,47,96,0.9,IN,1733713128
529,fort saskatchewan,53.7168,-113.2187,-0.57,93,75,1.03,CA,1733713129
530,pavilosta,56.8879,21.1859,1.97,83,98,6.64,LV,1733712964
531,indre arna,60.4247,5.4764,-1.88,65,2,1.57,NO,1733713131
532,greymouth,-42.4667,171.2,15.84,65,9,5.96,NZ,1733713132
533,kingsville,27.5159,-97.8561,13.98,94,100,2.06,US,1733713135
534,kirksville,40.1948,-92.5833,10.97,88,100,4.63,US,1733712911
535,kapa'a,22.0752,-159.319,26.18,85,20,4.63,US,1733713137
536,haiku-pauwela,20.9219,-156.3051,25.12,77,9,8.49,US,1733713138
537,gizo,-8.103,156.8419,29.48,71,27,0.82,SB,1733713139
538,mazagao,-0.115,-51.2894,23.35,96,95,1.26,BR,1733713140
539,edson,53.5835,-116.4356,-0.92,86,100,2.57,CA,1733713141
540,martapura,-3.4167,114.85,27.05,83,40,1.54,ID,1733712895
541,okhotsk,59.3833,143.3,-13.16,74,97,8.0,RU,1733713144
542,pirallahi,40.4723,50.333,9.08,72,100,5.13,AZ,1733713145
543,yorkton,51.2167,-102.4677,-8.09,86,100,7.72,CA,1733713146
544,forster,-32.1667,152.5167,22.43,94,100,4.68,AU,1733713147
545,cape canaveral,28.4058,-80.6048,16.72,90,0,0.0,US,1733713148
546,bahau,2.8079,102.4049,23.34,99,100,0.91,MY,1733713149
547,bilajer,40.5681,50.0378,8.9,76,100,4.12,AZ,1733713150
548,nurota,40.5614,65.6886,-5.02,46,0,1.98,UZ,1733713151
549,inongo,-1.95,18.2667,22.27,84,29,2.18,CD,1733713153
550,pangkalanbuun,-2.6833,111.6167,32.84,54,99,2.6,ID,1733713154
551,visakhapatnam,17.69,83.2093,24.94,94,20,1.03,IN,1733713155
552,letterkenny,54.95,-7.7333,1.9,88,0,1.14,IE,1733713156
553,nedroma,35.0136,-1.748,10.64,79,28,2.78,DZ,1733713157
554,chernyshevskiy,63.0128,112.4714,-29.36,99,100,1.05,RU,1733713158
555,camabatela,-8.1881,15.375,16.52,96,100,1.14,AO,1733713159
556,pariaman,-0.619,100.12,29.03,66,73,3.18,ID,1733713160
557,santa elena de uairen,4.6167,-61.1333,19.64,72,87,1.47,VE,1733713161
558,hengyang,26.8881,112.615,9.89,52,99,1.9,CN,1733712880
559,andergrove,-21.0833,149.1833,27.92,65,19,4.04,AU,1733713164
560,kyela,-9.5833,33.85,21.83,84,17,1.42,TZ,1733713165
561,kisangani,0.5167,25.2,20.25,82,8,0.82,CD,1733713166
562,san julian,21.0167,-102.1667,15.46,56,99,3.49,MX,1733713167
563,madang,-5.2246,145.7966,30.52,65,85,3.56,PG,1733713168
564,omutinskiy,56.4745,67.6709,-16.41,95,10,3.33,RU,1733713169
565,paoua,7.2427,16.4406,20.09,33,98,1.64,CF,1733713171
566,ormara,25.2088,64.6357,18.79,31,21,9.35,PK,1733713173
567,slavsk,55.0425,21.677,3.02,92,97,4.84,RU,1733713174
568,mazamari,-11.3258,-74.5308,21.0,98,92,0.96,PE,1733713175
569,gazojak,41.1875,61.4036,-3.4,49,9,5.4,TM,1733713176
570,abepura,-2.6333,140.5833,31.45,62,20,2.06,ID,1733713177
571,gaoual,11.75,-13.2,20.32,35,100,1.05,GN,1733713178
572,zhaotong,27.3167,103.7167,1.32,95,100,1.47,CN,1733713179
573,lichinga,-13.3128,35.2406,16.38,96,13,2.81,MZ,1733713180
574,garachico,28.7781,-17.7646,16.06,88,75,4.63,ES,1733713181
575,galappo,-4.2667,35.85,17.72,89,95,0.75,TZ,1733713183
576,dauphin,51.1494,-100.0502,-7.92,86,100,7.2,CA,1733713184
577,morehead city,34.7229,-76.726,12.78,87,98,0.89,US,1733713086
578,hakui,36.8833,136.7833,6.25,76,72,2.5,JP,1733713186
